element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Th,2,"=""638.78647""","=""0.00024""","=""638.78648""","=""0.00003""","=""33""","=""""",,"=""22106.43260""","=""37756.7895""","=""6d3""","=""2F""","=""5/2""","=""5f.(2F*).6d2.(1S)""","=""*""","=""7/2""",,"=""""","=""L12239""",
Er,1,"=""638.819""","=""""","=""""","=""""","=""45""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Sr,1,"=""638.8203""","=""0.0004""","=""638.8201""","=""0.0003""","=""800""","=""1.4e+07""",C+,"=""18218.784""","=""33868.317""","=""5s.4d""","=""3D""","=""2""","=""5s.6p""","=""3P*""","=""1""",,"=""T5960""","=""L7362""",
Ar,2,"=""638.8341""","=""0.0003""","=""638.83417""","=""0.00009""","=""5""","=""""",,"=""196076.4715""","=""211725.660""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""3/2""","=""3s2.3p4.(3P<1>).6g""","=""2[3]""","=""5/2""",,"=""""","=""L11520""",
Cs,3,"=""638.8397""","=""0.0008""","=""638.8404""","=""0.0004""","=""14000h""","=""2.06e+06""",,"=""160991.868""","=""176640.903""","=""5s2.5p4.(1D<2>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).4f""","=""2[1]*""","=""1/2""",,"=""T8611""","=""L14869""",
Th,1,"=""638.84180""","=""0.00004""","=""638.841808""","=""0.000007""","=""360""","=""""",,"=""16346.64962""","=""31995.65103""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Tm,1,"=""638.8534""","=""0.0005""","=""638.8536+""","=""""","=""7""","=""1.3e+05""",D+,"=""21997.473""","=""37646.186""","=""4f12.(3F<4>).5d<3/2>.6s2""","=""(4,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""13/2""",,"=""T6708""","=""L2006""",
P,1,"=""638.8579""","=""""","=""""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L5148""",
Th,1,"=""638.881345""","=""0.000016""","=""638.881354""","=""0.000008""","=""780""","=""""",,"=""15493.21943""","=""31141.25221""","=""6d3.(2H).7s""","=""3H""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L18702""",
Hf,1,"=""638.8914""","=""0.0011""","=""638.8920""","=""0.0004""","=""150""","=""""",,"=""26463.9649""","=""42111.736""","=""5d.6s2.(a 2D).6p""","=""z 1P*""","=""1""","=""6p2.(3P).5d.(4D).6s""","=""e 3D""","=""1""",,"=""""","=""L16323""",
S,2,"=""""","=""""","=""638.9016""","=""0.0012""","=""""","=""2.03e+04""",D,"=""129858.183""","=""145505.721""","=""3s2.3p2.(3P).4p""","=""4P*""","=""3/2""","=""3s.3p4""","=""2P""","=""3/2""",,"=""T3186c85""","=""""",
Mo,1,"=""638.9090""","=""""","=""638.9088+""","=""""","=""16""","=""6.1e+05""",B+,"=""26635.820""","=""42283.180""","=""4d4.5s2""","=""a 1G""","=""4""","=""4d5.(4G).5p""","=""z 3H*""","=""5""",,"=""T5293""","=""L10250,L3475""",
Fe,2,"=""638.9301""","=""0.0009""","=""638.92871""","=""0.00004""","=""50""","=""8.0e+06""",C+,"=""91199.776""","=""106846.649""","=""3d6.(5D).5p""","=""4D*""","=""1/2""","=""3d6.(5D).5d""","=""4F""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
Th,1,"=""638.93753""","=""0.00010""","=""638.937757""","=""0.000013""","=""100bl""","=""""",,"=""15618.98461""","=""31265.63604""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L18702""",
W,1,"=""638.939""","=""""","=""638.938""","=""0.003""","=""2""","=""""",,"=""28204.20""","=""43850.84""","=""5d5.(4F).6s""","=""5F""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
Th,1,"=""638.93901""","=""0.00003""","=""638.939199""","=""0.000010""","=""590bl""","=""""",,"=""19503.143490""","=""35149.75961""","=""6d2.7s.7p""","=""5F*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Ta,1,"=""638.9447""","=""""","=""638.942+""","=""""","=""90""","=""1.17e+07""",C,"=""21153.33""","=""36799.88""","=""5d4.(3H).6s""","=""a 4H""","=""9/2""","=""5d3.6s.(3H).6p""","=""z 4G*?""","=""7/2""",,"=""T7871""","=""L7593,L3475""",
Th,1,"=""638.94839""","=""0.00025""","=""638.947952""","=""0.000017""","=""47""","=""""",,"=""23306.82782""","=""38953.2296""","=""5f.6d2.7s""","=""3I*""","=""6""","=""""","=""""","=""5""",,"=""""","=""L12239""",
Pr,1,"=""638.957""","=""""","=""""","=""""","=""11""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
C,1,"=""638.9871""","=""0.0014""","=""638.9867""","=""0.0007""","=""5200""","=""""",,"=""70743.97227""","=""86389.425""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.5d""","=""3D*""","=""2""",,"=""""","=""L17684""",
Tc,1,"=""638.9871""","=""""","=""638.9880""","=""""","=""80""","=""""",,"=""28151.28""","=""43796.70""","=""4d6.(5D).5p""","=""6D*""","=""3/2""","=""4d6.(5D).6s""","=""e 6D""","=""5/2""",,"=""""","=""L149""",
Ne,9,"=""""","=""""","=""638.7""","=""0.5""","=""""","=""5.21e+06""",AA,"=""(8644761)""","=""(8660413.0)""","=""1s.3s""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",,"=""T7543""","=""""",
Th,1,"=""639.01290""","=""0.00005""","=""639.012918""","=""0.000009""","=""240""","=""""",,"=""11802.93238""","=""27447.74347""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Hf,1,"=""639.0220""","=""0.0015""","=""""","=""""","=""77""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
Ru,1,"=""639.023""","=""""","=""639.022+""","=""""","=""16""","=""""",,"=""23392.60""","=""39037.18""","=""4d8""","=""b 1G""","=""4""","=""4d7.(a 2G).5p""","=""z 1G*""","=""4""",,"=""""","=""L3475""",
Pm,1,"=""639.031""","=""""","=""""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
O,3,"=""""","=""""","=""639.036""","=""""","=""""","=""5.10e+04""",D,"=""378435.16""","=""394079.4""","=""2s.2p2.(4P).3p""","=""3P*""","=""0""","=""2s.2p2.(2D).3s""","=""3D""","=""1""",,"=""T5376LS""","=""""",
Th,1,"=""639.0389""","=""0.0004""","=""639.039105""","=""0.000017""","=""10""","=""""",,"=""20566.62381""","=""36210.7938""","=""6d2.7s.7p""","=""5D*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L12239""",
Hf,1,"=""639.0400""","=""0.0015""","=""639.0416""","=""0.0005""","=""15""","=""""",,"=""28200.544""","=""43844.653""","=""5d3.(b 2P).6s""","=""c 3P""","=""2""","=""""","=""4384*""","=""1""",,"=""""","=""L16323""",
La,2,"=""639.048""","=""""","=""639.048+""","=""""","=""170""","=""9.0e+05""",B,"=""2591.60""","=""18235.56""","=""5d.6s""","=""a 3D""","=""2""","=""4f.5d""","=""y 3F*""","=""3""",,"=""T7455""","=""L3475""",
S,5,"=""""","=""""","=""639.1+""","=""""","=""""","=""4.33e+06""",D,"=""534691""","=""550334""","=""3s.8p""","=""1P*""","=""1""","=""3s.9d""","=""1D""","=""2""",,"=""T6298c4""","=""""",
Ar,2,"=""639.1117""","=""0.0008""","=""639.11273""","=""0.00008""","=""2""","=""""",,"=""196119.1021""","=""211761.470""","=""3s2.3p4.(3P<1>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<1>).6g""","=""2[4]""","=""7/2""",,"=""""","=""L14821""",
Mo,1,"=""639.112""","=""""","=""""","=""""","=""11""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Kr,2,"=""639.115""","=""""","=""639.116+""","=""""","=""30""","=""""",,"=""120426.93""","=""136069.229""","=""4s2.4p4.(3P).4d""","=""4D""","=""5/2""","=""4s2.4p4.(3P).5p""","=""4D*""","=""5/2""",,"=""""","=""L8549""",
Th,1,"=""639.11775""","=""0.00007""","=""639.117723""","=""0.000005""","=""160""","=""""",,"=""14206.91694""","=""29849.16255""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Cr,1,"=""639.1613""","=""0.0014""","=""639.16151""","=""0.00020""","=""1""","=""""",,"=""37244.011""","=""52885.185""","=""3d5.(2G2).4s""","=""c 3G""","=""4""","=""3d4.(1G1).4s.4p.(3P*)""","=""x 3H*""","=""5""",,"=""""","=""L14866""",
O,1,"=""""","=""""","=""639.1733""","=""""","=""""","=""8.60e-07""",B+,"=""226.977""","=""15867.862""","=""2s2.2p4""","=""3P""","=""0""","=""2s2.2p4""","=""1D""","=""2""",E2,"=""T4539,T5081""","=""""",
Pr,1,"=""639.199""","=""""","=""""","=""""","=""18c""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ta,1,"=""639.2209""","=""""","=""639.217+""","=""""","=""23h""","=""2.10e+05""",B,"=""10950.22""","=""26590.03""","=""5d3.6s2""","=""a 2P""","=""3/2""","=""5d2.6s2.(3P).6p""","=""z 4P*?""","=""3/2""",,"=""T4976""","=""L7593,L3475""",
Th,1,"=""639.23685""","=""0.00007""","=""639.236864""","=""0.000025""","=""140""","=""""",,"=""21594.67329""","=""37234.0035""","=""6d3.(2F).7s""","=""1F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Fe,1,"=""639.25383""","=""0.00012""","=""639.25375""","=""0.00006""","=""1020""","=""""",,"=""18378.186""","=""34017.103""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d7.(4F).4p""","=""y 5D*""","=""1""",,"=""""","=""L11631""",
U,1,"=""639.277""","=""""","=""""","=""""","=""28""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
C,2,"=""""","=""""","=""639.30""","=""0.12""","=""m(Fe II)""","=""9.7e+05""",C,"=""214795.28""","=""230433""","=""2s.2p.(3P*).4p""","=""4D""","=""5/2""","=""2s.2p.(3P*).5d""","=""4F*""","=""5/2""",,"=""T10528""","=""L21568""",
Ce,2,"=""639.302""","=""""","=""639.3033+""","=""""","=""23""","=""""",,"=""11742.245""","=""27379.949""","=""4f.(2F*).5d2.(1G)""","=""2H*""","=""11/2""","=""4f.5d.(1G*).6p""","=""""","=""11/2""",,"=""""","=""L3475""",
W,1,"=""639.307""","=""""","=""639.299""","=""0.003""","=""4*""","=""""",,"=""28347.60""","=""43985.41""","=""5d5.(4F).6s""","=""5F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""639.307""","=""""","=""639.311""","=""0.003""","=""4*""","=""""",,"=""35311.56""","=""50949.07""","=""""","=""*""","=""2""","=""""","=""""","=""1""",,"=""""","=""L153""",
W,1,"=""639.307""","=""""","=""639.314""","=""0.003""","=""4*""","=""""",,"=""29479.32""","=""45116.77""","=""5d4.6s2""","=""3F1""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
Cu,2,"=""639.3074""","=""0.0006""","=""639.30735""","=""0.00020""","=""130*""","=""""",,"=""135834.6720""","=""151472.278""","=""3d8.(3F).4s.4p.(1P*)""","=""3G*""","=""4""","=""3d9.(2D<5/2>).6g""","=""2[9/2]""","=""5""",,"=""""","=""L869c171,c172""",
Cu,2,"=""639.3074""","=""0.0006""","=""639.30792""","=""0.00020""","=""130*""","=""""",,"=""135834.6720""","=""151472.264""","=""3d8.(3F).4s.4p.(1P*)""","=""3G*""","=""4""","=""3d9.(2D<5/2>).6g""","=""2[9/2]""","=""4""",,"=""""","=""L869c171""",
Pr,1,"=""639.318""","=""""","=""""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""639.3199""","=""0.0003""","=""639.320352""","=""0.000010""","=""16""","=""""",,"=""18809.88631""","=""34447.17423""","=""6d2.7s.7p""","=""5G*""","=""4""","=""""","=""""","=""4""",,"=""""","=""L12239""",
V,1,"=""639.3272""","=""0.0002""","=""639.32730""","=""0.00008""","=""68000""","=""""",,"=""17054.924""","=""32692.042""","=""3d4.(3G).4s""","=""a 4G""","=""5/2""","=""3d3.(2H).4s.4p.(3P*)""","=""z 4H*""","=""7/2""",,"=""""","=""L15916""",
I,1,"=""639.358""","=""0.004""","=""639.358""","=""0.004""","=""170h""","=""""",,"=""67298.1641""","=""82934.53""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<2>).9f""","=""2[1]*""","=""3/2""",,"=""""","=""L13998""",
Mn,5,"=""""","=""""","=""639.36""","=""""","=""""","=""4.1e-02""",E,"=""1412.2""","=""17048.6""","=""3d3""","=""4F""","=""9/2""","=""3d3""","=""4P""","=""5/2""",E2,"=""T233n""","=""""",
Fe,1,"=""639.36009""","=""0.00012""","=""639.36001""","=""0.00006""","=""302000""","=""4.81e+05""",C,"=""19621.006""","=""35257.324""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d7.(4F).4p""","=""z 5G*""","=""4""",,"=""T5720""","=""L11631""",
Fe,1,"=""""","=""""","=""639.37060""","=""0.00006""","=""""","=""9.3e-02""",E,"=""12968.554""","=""28604.613""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d7.(2D2).4s""","=""a 1D""","=""2""",M1,"=""T6409""","=""""",
Ar,2,"=""639.3802""","=""0.0006""","=""639.38006""","=""0.00006""","=""7bl""","=""""",,"=""196089.9385""","=""211725.7661""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""5/2""","=""3s2.3p4.(3P<1>).6g""","=""2[3]""","=""7/2""",,"=""""","=""L11520""",
Cu,2,"=""639.3957""","=""0.0003""","=""639.39587""","=""0.00012""","=""2100""","=""3.4e+06""",D+,"=""135834.6720""","=""151470.113""","=""3d8.(3F).4s.4p.(1P*)""","=""3G*""","=""4""","=""3d9.(2D<5/2>).6g""","=""2[11/2]""","=""5""",,"=""T9697""","=""L869c171""",
Th,1,"=""639.404950""","=""0.000025""","=""639.404974""","=""0.000006""","=""510""","=""""",,"=""13297.43316""","=""28932.65158""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L18702""",
La,1,"=""639.423""","=""""","=""639.423+""","=""""","=""450""","=""3.01e+07""",B+,"=""3494.526""","=""19129.31""","=""5d2.(3F).6s""","=""4F""","=""7/2""","=""5d2.(3F).6p""","=""4G*""","=""9/2""",,"=""T9460""","=""L3475""",
Kr,2,"=""639.425""","=""""","=""639.425+""","=""""","=""4hs""","=""""",,"=""134566.95""","=""150201.68""","=""4s2.4p4.(3P).4d""","=""2F""","=""5/2""","=""4s2.4p4.(1D).5p""","=""2P*""","=""3/2""",,"=""""","=""L8549""",
Th,1,"=""639.4589""","=""0.0004""","=""639.459157""","=""0.000013""","=""29""","=""""",,"=""19948.395175""","=""35582.2888""","=""6d2.7s.7p""","=""5F*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L3552""",
Th,2,"=""639.46986""","=""0.00016""","=""639.46972""","=""0.00008""","=""63""","=""""",,"=""47171.3762""","=""62805.0115""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""","=""""","=""*""","=""7/2 or 9/2""",,"=""""","=""L18702""",
Ar,2,"=""639.4729""","=""0.0003""","=""639.47298""","=""0.00009""","=""7""","=""""",,"=""194996.5613""","=""210630.117""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""","=""3s2.3p4.(3P<2>).6g""","=""2[3]""","=""5/2""",,"=""""","=""L11520""",
N,3,"=""""","=""""","=""639.475""","=""""","=""""","=""2.15e+07""",B,"=""327058.0""","=""342691.5""","=""2s.2p.(3P*).3p""","=""2S""","=""1/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""",,"=""T7192LS""","=""""",
V,1,"=""""","=""""","=""639.47910""","=""0.00006""","=""""","=""2.4e-02""",D+,"=""137.383""","=""15770.789""","=""3d3.4s2""","=""a 4F""","=""5/2""","=""3d4.(3F2).4s""","=""b 4F""","=""9/2""",E2,"=""u38""","=""""",
Hg,2,"=""639.4890""","=""0.0003""","=""639.4888""","=""0.0005""","=""55000""","=""1.8e+07""",,"=""123411.351""","=""139044.521""","=""5d10.5f""","=""2F*""","=""5/2""","=""5d10.6g""","=""2G""","=""7/2""",,"=""T7226""","=""L11760""",
Sr,4,"=""639.4942""","=""0.002""","=""639.487""","=""0.003""","=""20""","=""""",,"=""354937.05""","=""370570.27""","=""4s2.4p4.(1D<2>).6s""","=""2[2]""","=""3/2""","=""4s2.4p4.(1D<2>).6p""","=""2[3]*""","=""5/2""",,"=""""","=""L4311""",
Cr,2,"=""639.5021""","=""0.0003""","=""639.50209""","=""0.00012""","=""2""","=""""",,"=""105682.6270""","=""121315.471""","=""3d4.(5D<4>).4f""","=""2[7]*""","=""15/2""","=""3d4.(5D<4>).6g""","=""2[8]""","=""17/2""",,"=""""","=""L18847""",
Th,1,"=""639.50479""","=""0.00016""","=""639.504743""","=""0.000010""","=""120""","=""""",,"=""19516.98043""","=""35149.75961""","=""6d2.7s.7p""","=""5D*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L12239""",
Kr,3,"=""639.509""","=""""","=""639.508+""","=""""","=""2""","=""""",,"=""193651.72""","=""209284.41""","=""4s2.4p3.(2D*).4d""","=""1D*""","=""2""","=""4s2.4p3.(2P*).5p""","=""3P""","=""1""",,"=""""","=""L3356""",
Ce,1,"=""639.516""","=""""","=""639.5130+""","=""""","=""11""","=""""",,"=""10249.014""","=""25881.592""","=""4f.(2F*) .5d2.(3P).6s (4P)""","=""5D*""","=""0""","=""""","=""""","=""2""",,"=""""","=""L3475""",
S,1,"=""639.517""","=""0.005""","=""639.5150""","=""0.0021""","=""100""","=""5.23e+05""",D,"=""64888.9325""","=""80521.46""","=""3s2.3p3.(4S*).4p""","=""3P""","=""1""","=""3s2.3p3.(4S*).8s""","=""3S*""","=""1""",,"=""T8595,T7952""","=""L7214,L7444,L7427""",
W,1,"=""639.520""","=""""","=""639.513""","=""0.003""","=""1""","=""""",,"=""28720.88""","=""44353.46""","=""5d5.(4P).6s""","=""3P""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
S,2,"=""639.5264""","=""0.0012""","=""639.5262""","=""0.0012""","=""160""","=""3.98e+06""",C,"=""133268.658""","=""148900.912""","=""3s2.3p2.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p2.(1S).3d""","=""2D""","=""3/2""",,"=""T3186c85""","=""L5883""",
Th,1,"=""639.5279""","=""0.0004""","=""639.528764""","=""0.000008""","=""29""","=""""",,"=""12847.96912""","=""28480.16113""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L3552""",
I,1,"=""639.5329""","=""0.0020""","=""639.5331""","=""0.0020""","=""870""","=""""",,"=""67298.1641""","=""82930.25""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<2>).9f""","=""2[2]*""","=""3/2""",,"=""""","=""L13998""",
U,1,"=""639.542""","=""""","=""""","=""""","=""90""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ti,1,"=""639.5467""","=""0.0005""","=""639.54718""","=""0.00016""","=""11""","=""3.3e+04""",C,"=""12118.393""","=""27750.135""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""5""",,"=""T3297""","=""L10989""",
Xe,3,"=""639.607""","=""0.005""","=""639.571+""","=""""","=""1""","=""""",,"=""183472.95""","=""199104.12""","=""5s2.5p3.(2D*).4f""","=""1P""","=""1""","=""5s2.5p3.(2D*).6d""","=""3S*""","=""1""",,"=""""","=""L10579""",
S,1,"=""639.608""","=""0.006""","=""639.6141""","=""0.0021""","=""41""","=""1.75e+05""",E,"=""64891.3536""","=""80521.46""","=""3s2.3p3.(4S*).4p""","=""3P""","=""0""","=""3s2.3p3.(4S*).8s""","=""3S*""","=""1""",,"=""T8595,T7952""","=""L7444""",
Fe,2,"=""""","=""""","=""639.63322""","=""0.00010""","=""""","=""5.55e-02""",C+,"=""16369.4098""","=""31999.049""","=""3d7""","=""a 2G""","=""7/2""","=""3d7""","=""b 2F""","=""7/2""",M1,"=""T8961""","=""""",
Th,1,"=""639.6518""","=""0.0004""","=""639.652146""","=""0.000017""","=""29""","=""""",,"=""15970.09583""","=""31599.2726""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L3552""",
Ga,1,"=""639.6561""","=""""","=""639.656+""","=""""","=""9""","=""""",,"=""24788.530""","=""40417.62""","=""4s2.5s""","=""2S""","=""1/2""","=""4s2.6p""","=""2P*""","=""3/2""",,"=""""","=""L12180""",
Dy,2,"=""639.660""","=""""","=""""","=""""","=""24""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ar,2,"=""639.66084""","=""0.00016""","=""639.66112""","=""0.00005""","=""11""","=""""",,"=""196103.4029""","=""211732.3605""","=""3s2.3p4.(3P<1>).4f""","=""2[4]*""","=""9/2""","=""3s2.3p4.(3P<1>).6g""","=""2[5]""","=""11/2""",,"=""""","=""L11520""",
S,1,"=""639.664""","=""0.005""","=""639.6631""","=""0.0021""","=""120""","=""8.69e+05""",D,"=""64892.5514""","=""80521.46""","=""3s2.3p3.(4S*).4p""","=""3P""","=""2""","=""3s2.3p3.(4S*).8s""","=""3S*""","=""1""",,"=""T8595,T7952""","=""L7214,L7444,L7427""",
Hf,1,"=""639.6670""","=""0.0015""","=""639.6704""","=""0.0003""","=""8""","=""""",,"=""33994.7455""","=""49623.477""","=""5d2.(a 3F).6s.(a 2F).6p""","=""y 3G*""","=""4""","=""""","=""4962""","=""4""",,"=""""","=""L16323""",
Th,1,"=""639.67158""","=""0.00020""","=""639.672196""","=""0.000021""","=""76""","=""""",,"=""23655.13881""","=""39283.8257""","=""""","=""*""","=""4""","=""""","=""""","=""4""",,"=""""","=""L12239""",
Th,1,"=""639.69500""","=""0.00004""","=""639.694900""","=""0.000006""","=""590""","=""""",,"=""14206.91694""","=""29835.04913""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Ar,2,"=""639.7184""","=""0.0008""","=""639.71951""","=""0.00008""","=""2""","=""""",,"=""195031.2028""","=""210658.7338""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""","=""3s2.3p4.(3P<2>).6g""","=""2[2]""","=""5/2""",,"=""""","=""L14821""",
W,1,"=""639.730""","=""""","=""639.729""","=""0.003""","=""3""","=""""",,"=""39030.25""","=""54657.56""","=""""","=""*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L153c23""",
S,2,"=""639.7359""","=""0.0012""","=""639.7363""","=""0.0010""","=""10000""","=""1.49e+07""",C,"=""114231.063""","=""129858.183""","=""3s2.3p2.(3P).3d""","=""4D""","=""5/2""","=""3s2.3p2.(3P).4p""","=""4P*""","=""3/2""",,"=""T3186c85""","=""L5883""",
Th,1,"=""639.74537""","=""0.00007""","=""639.745211""","=""0.000008""","=""140""","=""""",,"=""15618.98461""","=""31245.88778""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Th,1,"=""639.7610""","=""0.0003""","=""639.76256""","=""0.00003""","=""15i""","=""""",,"=""27260.16801""","=""42886.6475""","=""""","=""*""","=""3""","=""""","=""""","=""4 or 5""",,"=""""","=""L12239""",
Hf,1,"=""639.7910""","=""0.0015""","=""""","=""""","=""8""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
Pr,2,"=""639.796""","=""""","=""639.797+""","=""""","=""45""","=""1.0e+06""",D+,"=""8489.87""","=""24115.50""","=""4f3.(4I*).5d""","=""5I*""","=""5""","=""4f3.(4I*).6p""","=""5K""","=""6""",,"=""T2994n""","=""L3475""",
Fe,1,"=""639.7968""","=""0.0006""","=""639.79685""","=""0.00006""","=""129""","=""""",,"=""36079.372""","=""51705.014""","=""3d7.(4F).4p""","=""z 3G*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""2""",,"=""""","=""L11631""",
C,1,"=""639.7979""","=""0.0014""","=""639.7965""","=""0.0007""","=""11000""","=""5.e+05""",D,"=""70743.97227""","=""86369.622""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.6s""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
Xe,2,"=""639.799""","=""""","=""639.798+""","=""""","=""60""","=""""",,"=""101157.48""","=""116783.09""","=""5s2.5p4.(3P<0>).6s""","=""2[0]""","=""1/2""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""",,"=""""","=""L6925""",
S,2,"=""639.7990""","=""0.0012""","=""639.8015""","=""0.0010""","=""7500""","=""1.32e+07""",C,"=""114162.312""","=""129787.840""","=""3s2.3p2.(3P).3d""","=""4D""","=""1/2""","=""3s2.3p2.(3P).4p""","=""4P*""","=""1/2""",,"=""T3186c85""","=""L5883""",
V,1,"=""639.8042""","=""0.0003""","=""639.80401""","=""0.00020""","=""21000""","=""""",,"=""26738.323""","=""42363.790""","=""3d4.(5D).4p""","=""y 6D*""","=""9/2""","=""3d4.(5D).4d""","=""f 6F""","=""7/2""",,"=""""","=""L15916""",
N,1,"=""""","=""""","=""639.8402""","=""""","=""""","=""3.95e+05""",C,"=""94770.880""","=""110395.463""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
Th,1,"=""639.8451""","=""0.0004""","=""639.845240""","=""0.000017""","=""150""","=""""",,"=""18699.62342""","=""34324.0836""","=""5f.7s2.7p""","=""3F""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L3552""",
Sc,1,"=""639.854""","=""0.002""","=""639.8536""","=""0.0004""","=""3""","=""""",,"=""18855.734""","=""34479.990""","=""4s2.4p""","=""2P*""","=""3/2""","=""3d.4s.(3D).5s""","=""4D""","=""5/2""",,"=""""","=""L4189c12""",
Th,1,"=""639.8602""","=""0.0004""","=""639.860924""","=""0.000025""","=""9""","=""""",,"=""20054.77119""","=""35678.8484""","=""6d3.(2F).7s""","=""3F""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L3552""",
Cl,1,"=""639.866""","=""""","=""""","=""""","=""160""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L298""",
Os,1,"=""639.886""","=""""","=""""","=""""","=""9""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Hf,1,"=""639.8940""","=""0.0015""","=""""","=""""","=""8""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
