element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Fe,1,"=""467.1414""","=""0.0003""","=""467.14145""","=""0.00007""","=""60""","=""""",,"=""37521.161""","=""58921.963""","=""3d7.(4F).4p""","=""y 3F*""","=""2""","=""3d6.4s.(4D).4d""","=""5S""","=""2""",,"=""""","=""L11631""",
Li,2,"=""467.151""","=""""","=""467.163""","=""0.003""","=""*""","=""1.4221e+08""",AAA,"=""[561242.28]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""2""","=""1s.4f""","=""3F*""","=""3""",,"=""T8636c73""","=""L3501""",
Li,2,"=""467.151""","=""""","=""467.163""","=""0.003""","=""*""","=""3.4415e+07""",AAA,"=""[561242.28]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""2""","=""1s.4f""","=""3F*""","=""2""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""""","=""467.153""","=""0.003""","=""""","=""7.265e+06""",AA,"=""[561242.90]""","=""[582643.17]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Xe,3,"=""467.160""","=""0.005""","=""467.151+""","=""""","=""8""","=""""",,"=""160733.77""","=""182134.14""","=""5s2.5p3.(2D*).5d""","=""3P*""","=""0""","=""5s2.5p3.(2P*).6p""","=""3S""","=""1""",,"=""""","=""L10579""",
Kr,1,"=""467.161""","=""""","=""467.15932+""","=""""","=""10""","=""""",,"=""85846.7046""","=""107246.688""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""",,"=""""","=""L7408""",
W,1,"=""467.1626""","=""""","=""467.1640""","=""0.0017""","=""8""","=""1.4e+04""",D,"=""4830.00""","=""26229.77""","=""5d4.6s2""","=""5D""","=""3""","=""5d5.(6S).6p""","=""7P*""","=""2""",,"=""T6977""","=""L153""",
Li,2,"=""467.165""","=""""","=""467.176""","=""0.003""","=""6*""","=""2.2133e+08""",AAA,"=""[561242.90]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""4""",,"=""T8636c73""","=""L3501""",
Li,2,"=""467.165""","=""""","=""467.176""","=""0.003""","=""6*""","=""9.8366e+05""",AAA,"=""[561242.90]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""2""",,"=""T8636c73""","=""L3501""",
Li,2,"=""467.165""","=""""","=""467.176""","=""0.003""","=""6*""","=""1.7326e+07""",AAA,"=""[561242.90]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""3""",,"=""T8636c73""","=""L3501""",
La,1,"=""""","=""""","=""467.1660+""","=""""","=""""","=""1.44e+06""",B+,"=""3010.002""","=""24409.68""","=""5d2.(3F).6s""","=""4F""","=""5/2""","=""4f.5d.(1G*).6s""","=""*""","=""7/2""",,"=""T9460""","=""""",
Mn,1,"=""467.169""","=""""","=""467.1672""","=""""","=""35""","=""1.1e+06""",C,"=""23296.67""","=""44696.29""","=""3d6.(5D).4s""","=""a 4D""","=""7/2""","=""3d6.(5D).4p""","=""z 4F*""","=""5/2""",,"=""T3623n""","=""L3475""",
Li,2,"=""467.170""","=""""","=""467.188""","=""0.005""","=""2""","=""1.8592e+08""",AAA,"=""[561243.43]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""1""","=""1s.4f""","=""3F*""","=""2""",,"=""T8636c73""","=""L3501""",
Cu,2,"=""467.17016""","=""0.00002""","=""467.170176""","=""0.000020""","=""29000""","=""5.6e+07""",D+,"=""114511.2386""","=""135910.7245""","=""3d9.(2D<5/2>).4d""","=""2[1/2]""","=""1""","=""3d9.(2D<5/2>).4f""","=""2[3/2]*""","=""2""",,"=""T9697""","=""L19804c168""",
Hg,1,"=""467.1717""","=""0.0011""","=""467.1717""","=""0.0011""","=""""","=""""",,"=""62350.325""","=""83749.74""","=""5d10.6s.7s""","=""3S""","=""1""","=""5d10.6s.20p""","=""3P*""","=""2""",,"=""""","=""L11984""",
C,3,"=""""","=""""","=""467.174""","=""""","=""""","=""9.96e+06""",B,"=""344238.68""","=""365638""","=""1s2.2s.5p""","=""3P*""","=""0""","=""1s2.2s.7d""","=""3D""","=""1""",,"=""T5633LS""","=""""",
Pm,1,"=""467.176""","=""""","=""""","=""""","=""400""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Th,1,"=""467.1786""","=""0.0003""","=""467.178788""","=""0.000020""","=""6""","=""""",,"=""19503.143490""","=""40902.2349""","=""6d2.7s.7p""","=""5F*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L12239""",
Xe,3,"=""467.181""","=""0.005""","=""467.181+""","=""""","=""3""","=""""",,"=""145300.13""","=""166699.11""","=""5s2.5p3.(2P*).5d""","=""3F*""","=""2""","=""5s2.5p3.(2D*).6p""","=""3D""","=""3""",,"=""""","=""L10579""",
Ti,3,"=""467.1816""","=""""","=""467.182+""","=""""","=""8""","=""""",,"=""149267.99""","=""170666.94""","=""3p6.3d.5p""","=""3P*""","=""2""","=""3p6.3d.5d""","=""3P""","=""2""",,"=""""","=""L3593""",
Hf,1,"=""467.1820""","=""0.0017""","=""467.1824""","=""0.0004""","=""80*""","=""""",,"=""28047.9411""","=""49446.869""","=""5d2.(a 3P).6s.(a 4P).6p""","=""z 3S*""","=""1""","=""""","=""4945""","=""1""",,"=""""","=""L16323""",
Hf,1,"=""467.1820""","=""0.0017""","=""467.18308""","=""0.00020""","=""80*""","=""""",,"=""29996.8513""","=""51395.746""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3D*""","=""3""","=""""","=""5140""","=""3""",,"=""""","=""L16323""",
La,2,"=""467.183""","=""""","=""467.180+""","=""""","=""160""","=""""",,"=""15773.77""","=""37172.79""","=""4f.(2F*<7/2>).6s<1/2>""","=""(7/2,1/2)*""","=""3""","=""4f.(2F*<7/2>).6p<1/2>""","=""(7/2,1/2)""","=""4""",,"=""""","=""L3475""",
Mo,1,"=""467.1895""","=""""","=""467.1895+""","=""""","=""130""","=""6.1e+06""",B,"=""21343.204""","=""42741.804""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d5.(4D).5p""","=""w 5D*""","=""4""",,"=""T5293""","=""L10250,L3475""",
Tm,2,"=""467.199""","=""""","=""""","=""""","=""35""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Pr,2,"=""467.209""","=""""","=""467.209+""","=""""","=""270c""","=""""",,"=""1743.72""","=""23141.44""","=""4f3.(4I*<11/2>).6s<1/2>""","=""(11/2,1/2)*""","=""5""","=""""","=""""","=""6""",,"=""""","=""L3475""",
Nb,1,"=""467.209""","=""""","=""""","=""""","=""580""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Kr,2,"=""467.209""","=""""","=""467.208+""","=""""","=""2Hl""","=""""",,"=""149171.64""","=""170569.38""","=""4s2.4p4.(1D).5p""","=""2F*""","=""5/2""","=""4s2.4p4.(3P).5d""","=""2D""","=""3/2""",,"=""""","=""L7386""",
Tc,1,"=""467.2170""","=""""","=""467.2148""","=""""","=""400""","=""""",,"=""19702.77""","=""41100.21""","=""4d6.(3D).5s""","=""4D""","=""3/2""","=""4d5.(4P).5s.(5P).5p""","=""6P*""","=""5/2""",,"=""""","=""L149""",
Ra,1,"=""467.219""","=""0.005""","=""467.217""","=""0.003""","=""1""","=""""",,"=""13078.40""","=""34475.74""","=""7s.7p""","=""3P*""","=""0""","=""7s.9s""","=""3S""","=""1""",,"=""""","=""L3527""",
Xe,2,"=""467.220""","=""""","=""467.219+""","=""""","=""100H""","=""""",,"=""111792.17""","=""133189.42""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.(3P<2>).7s""","=""2[2]""","=""3/2""",,"=""""","=""L6925""",
Th,1,"=""467.23303""","=""0.00007""","=""467.233074""","=""0.000009""","=""28""","=""""",,"=""18699.62342""","=""40096.2286""","=""5f.7s2.7p""","=""3F""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Th,1,"=""467.23701""","=""0.00022""","=""467.236588""","=""0.000015""","=""8""","=""""",,"=""17411.224415""","=""38807.6687""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L3552""",
Th,1,"=""467.24372""","=""0.00003""","=""467.243695""","=""0.000005""","=""120""","=""""",,"=""7280.123222""","=""28676.24203""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
W,1,"=""467.2553""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Th,1,"=""467.26343""","=""0.00007""","=""467.263425""","=""0.000011""","=""31""","=""""",,"=""15490.077832""","=""36885.2932""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Cr,1,"=""467.277""","=""0.006""","=""467.27480""","=""0.00013""","=""5w""","=""""",,"=""33423.7845""","=""54818.479""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d4.4s.5s""","=""g 5D""","=""2""",,"=""""","=""L808""",
Fe,1,"=""467.2830""","=""0.0003""","=""467.28300""","=""0.00003""","=""110""","=""""",,"=""12968.554""","=""34362.873""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""1""",,"=""""","=""L11631""",
Hg,1,"=""467.2918""","=""0.0011""","=""467.2920""","=""0.0013""","=""*""","=""""",,"=""62350.325""","=""83744.23""","=""5d10.6s.7s""","=""3S""","=""1""","=""5d10.6s.20p""","=""3P*""","=""1""",,"=""""","=""L11984""",
Hg,1,"=""467.2918""","=""0.0011""","=""467.2920""","=""0.0022""","=""*""","=""""",,"=""62350.325""","=""83744.23""","=""5d10.6s.7s""","=""3S""","=""1""","=""5d10.6s.20p""","=""3P*""","=""0""",,"=""""","=""L11984""",
Th,1,"=""467.30318""","=""0.00003""","=""467.303128""","=""0.000013""","=""130""","=""""",,"=""17073.80916""","=""38467.2068""","=""6d3.(4P).7s""","=""""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Th,1,"=""467.30502""","=""0.00003""","=""467.305016""","=""0.000005""","=""220""","=""""",,"=""7280.123222""","=""28673.43441""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Sc,6,"=""""","=""""","=""467.312""","=""""","=""""","=""4.1e+00""",E,"=""0.0""","=""21393.0""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p4""","=""1D""","=""2""",M1,"=""T4560""","=""""",
Sc,6,"=""""","=""""","=""467.312""","=""""","=""""","=""9.3e-03""",E,"=""0.0""","=""21393.0""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p4""","=""1D""","=""2""",E2,"=""T4560""","=""""",
Er,1,"=""467.316""","=""""","=""""","=""""","=""310""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cr,1,"=""467.316""","=""0.006""","=""467.3110""","=""0.0011""","=""10w""","=""""",,"=""33816.0334""","=""55209.07""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d4.4s.5s""","=""g 5D""","=""4""",,"=""""","=""L808""",
Fe,1,"=""467.31633""","=""0.00007""","=""467.31636""","=""0.00003""","=""1380""","=""3.81e+06""",D+,"=""29469.024""","=""50861.816""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""3""",,"=""T5720""","=""L11631""",
Hf,1,"=""467.3176""","=""0.0007""","=""467.3174""","=""0.0003""","=""800""","=""""",,"=""21738.7225""","=""43131.468""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5F*""","=""1""","=""5d.6s.6p2""","=""5D""","=""0""",,"=""""","=""L16323""",
Si,2,"=""""","=""""","=""467.3256""","=""""","=""""","=""4.40e+05""",E,"=""103556.03""","=""124948.40""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.8g""","=""2G""","=""7/2""",,"=""T6527c4,LS""","=""""",
Si,2,"=""""","=""""","=""467.3256""","=""""","=""""","=""7.06e+06""",D,"=""103556.03""","=""124948.40""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.8g""","=""2G""","=""9/2""",,"=""T6527c4,LS""","=""""",
Fe,1,"=""467.32697""","=""0.00017""","=""467.32704""","=""0.00003""","=""229""","=""""",,"=""29469.024""","=""50861.327""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""2""",,"=""""","=""L11631""",
Si,2,"=""""","=""""","=""467.3284""","=""""","=""""","=""6.16e+06""",D,"=""103556.16""","=""124948.40""","=""3s2.4f""","=""2F*""","=""5/2""","=""3s2.8g""","=""2G""","=""7/2""",,"=""T6527c4,LS""","=""""",
Si,4,"=""467.330""","=""""","=""""","=""""","=""2w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L6098""",
Mg,3,"=""467.3303""","=""""","=""467.3315""","=""""","=""8""","=""""",,"=""548720.7""","=""570112.8""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""0""",,"=""""","=""L1434""",
Hf,1,"=""467.3318""","=""0.0007""","=""467.3321""","=""0.0004""","=""320""","=""""",,"=""25678.643""","=""47070.716""","=""5d3.(2H).6s""","=""a 3H""","=""4""","=""5d3.(b 4F).6p""","=""x 5D*""","=""3""",,"=""""","=""L16323""",
Be,2,"=""467.3329""","=""0.0010""","=""467.3332""","=""0.0010""","=""1060""","=""2.07e+08""",AA,"=""98054.57""","=""119446.59""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.4f""","=""2F*""","=""5/2""",,"=""T7409LS""","=""L12158""",
Ti,3,"=""467.3396""","=""""","=""467.340+""","=""""","=""8""","=""9.1e+07""",D,"=""149267.99""","=""170659.72""","=""3p6.3d.5p""","=""3P*""","=""2""","=""3p6.3d.5d""","=""3P""","=""1""",,"=""T1216""","=""L3593""",
Sc,1,"=""467.3396""","=""0.0010""","=""467.3409""","=""0.0003""","=""4""","=""""",,"=""15756.5295""","=""37148.196""","=""3d.4s.(3D).4p""","=""4F*""","=""5/2""","=""3d3""","=""2P""","=""3/2""",,"=""""","=""L4189c12""",
Be,2,"=""467.3423""","=""0.0010""","=""467.3420""","=""0.0010""","=""1160""","=""2.21e+08""",AA,"=""98055.10""","=""119446.72""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.4f""","=""2F*""","=""7/2""",,"=""T7409LS""","=""L12158""",
Be,2,"=""""","=""""","=""467.345""","=""0.003""","=""m""","=""1.47e+07""",AA,"=""98055.10""","=""119446.59""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.4f""","=""2F*""","=""5/2""",,"=""T7409LS""","=""L12158""",
O,3,"=""""","=""""","=""467.3487""","=""""","=""""","=""3.52e+07""",C+,"=""370526.49""","=""391917.80""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""","=""2s2.2p.(2P*).5s""","=""3P*""","=""1""",,"=""T5376LS""","=""""",
S,4,"=""""","=""""","=""467.35+""","=""""","=""""","=""8.50e+05""",D,"=""318609.3""","=""340000.5""","=""3s2.6p""","=""2P*""","=""1/2""","=""3s.3p.(1P*).4p""","=""2P""","=""3/2""",,"=""T6527c4,LS""","=""""",
Cu,2,"=""467.35772""","=""0.00005""","=""467.35774""","=""0.00005""","=""20000""","=""1.6e+08""",D+,"=""114511.2386""","=""135902.1365""","=""3d9.(2D<5/2>).4d""","=""2[1/2]""","=""1""","=""3d9.(2D<5/2>).4f""","=""2[1/2]*""","=""0""",,"=""T9697""","=""L19804c168,c175""",
In,2,"=""467.3599""","=""0.0009""","=""467.3605""","=""0.0003""","=""390""","=""1.7e+06""",D+,"=""102308.397""","=""123699.170""","=""5s.5d""","=""3D""","=""3""","=""5s.4f""","=""1F*""","=""3""",,"=""T6630""","=""L3548c128""",
Dy,2,"=""467.360""","=""""","=""""","=""""","=""85""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ba,1,"=""467.3619""","=""""","=""467.3619+""","=""""","=""133""","=""6.5e+06""",E,"=""9596.533""","=""30987.240""","=""6s.5d""","=""3D""","=""3""","=""6s.7p""","=""3P*""","=""2""",,"=""T4515""","=""L9224""",
V,1,"=""467.366""","=""0.002""","=""467.36466""","=""0.00009""","=""44000bl""","=""5.3e+05""",C+,"=""19145.148""","=""40535.729""","=""3d4.(3H).4s""","=""b 2H""","=""11/2""","=""3d4.(3G).4p""","=""w 4H*""","=""13/2""",,"=""T9399""","=""L4235""",
Th,1,"=""467.366093""","=""0.000003""","=""467.366094""","=""0.000003""","=""15000""","=""""",,"=""2869.259165""","=""24259.77463""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L18702""",
Xe,3,"=""467.367""","=""0.005""","=""467.368+""","=""""","=""18a""","=""""",,"=""143048.20""","=""164438.64""","=""5s2.5p3.(2D*).6s""","=""1D*""","=""2""","=""5s2.5p3.(2D*).6p""","=""1F""","=""3""",,"=""""","=""L10579""",
O,2,"=""467.37322""","=""""","=""467.37331""","=""""","=""14""","=""1.24e+07""",B,"=""185340.577""","=""206730.762""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""",,"=""T6172,T6632""","=""L6915""",
Kr,3,"=""467.380""","=""""","=""467.380+""","=""""","=""3""","=""""",,"=""172465.48""","=""193855.36""","=""4s2.4p3.(2D*).4d""","=""3D*""","=""2""","=""4s2.4p3.(2D*).5p""","=""3D""","=""2""",,"=""""","=""L3356""",
Th,1,"=""467.38050""","=""0.00022""","=""467.379627""","=""0.000005""","=""8""","=""""",,"=""9804.806547""","=""31194.70265""","=""6d3.(4F).7s""","=""5F""","=""5""","=""5f.6d3""","=""5I*""","=""4""",,"=""""","=""L3552""",
V,1,"=""467.3819""","=""0.0002""","=""467.38190""","=""0.00011""","=""27000""","=""""",,"=""26004.234""","=""47394.026""","=""3d4.(5D).4p""","=""y 4F*""","=""5/2""","=""47394e""","=""4F""","=""3/2""",,"=""""","=""L15916""",
Xe,2,"=""467.394""","=""""","=""467.407+""","=""""","=""1w""","=""""",,"=""130063.96""","=""151452.61""","=""5s2.5p4.(1D<2>).6p""","=""2[3]*""","=""7/2""","=""5s2.5p4.(3P<2>).5g""","=""2[4]""","=""9/2""",,"=""""","=""L6991""",
C,3,"=""""","=""""","=""467.3953""","=""""","=""""","=""3.75e+07""",B,"=""308317.29""","=""329706.47""","=""1s2.2p.(2P*).3s""","=""3P*""","=""2""","=""1s2.2p.(2P*).3p""","=""3P""","=""1""",,"=""T5633LS""","=""""",
Th,1,"=""467.40061""","=""0.00022""","=""467.400973""","=""0.000013""","=""13""","=""""",,"=""14032.085336""","=""35421.0046""","=""6d.7s2.7p""","=""3D*""","=""2""","=""""","=""""","=""1""",,"=""""","=""L3552""",
Ge,3,"=""467.436""","=""""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3302""",
Pm,1,"=""467.442""","=""""","=""""","=""""","=""500r""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Cl,1,"=""""","=""""","=""467.4536""","=""""","=""""","=""2.0e+05""",D+,"=""74225.846""","=""95612.357""","=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).5p""","=""4S*""","=""3/2""",,"=""T1277,T694""","=""""",
Xe,2,"=""467.456""","=""""","=""467.457+""","=""""","=""40""","=""""",,"=""95396.74""","=""116783.09""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""",,"=""""","=""L6925""",
Sm,2,"=""467.460""","=""""","=""""","=""""","=""1100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ho,2,"=""467.462""","=""""","=""""","=""""","=""140c""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Fe,1,"=""467.46474""","=""0.00017""","=""467.46480""","=""0.00003""","=""120""","=""1.2e+03""",E,"=""12560.934""","=""33946.933""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""2""",,"=""T2578n""","=""L11631""",
Cu,1,"=""467.472""","=""0.006""","=""467.479""","=""0.009""","=""500h""","=""""",,"=""41562.93""","=""62948.26""","=""3d9.(2D).4s.4p.(3P*)""","=""4F*""","=""5/2""","=""3d9.4s.(3D).5s""","=""4D""","=""5/2""",,"=""""","=""L772""",
Th,2,"=""467.4730""","=""0.0003""","=""467.473044""","=""0.000022""","=""14""","=""""",,"=""24414.64266""","=""45800.2644""","=""5f.(2F*).6d2.(3F)""","=""*""","=""3/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",,"=""""","=""L2372""",
Th,1,"=""467.47721""","=""0.00007""","=""467.477297""","=""0.000015""","=""28""","=""""",,"=""18930.29333""","=""40315.7205""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Th,2,"=""467.4816""","=""0.0003""","=""467.482320""","=""0.000009""","=""14""","=""""",,"=""16906.59928""","=""38291.7967""","=""5f.(2F*).6d2.(3F)""","=""*""","=""7/2""","=""5f.7s.(3F*).7p""","=""""","=""7/2""",,"=""""","=""L2372""",
Y,1,"=""467.4848""","=""""","=""467.48486""","=""0.00003""","=""2000""","=""1.33e+07""",C+,"=""530.351""","=""21915.432""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d.5s.(3D).5p""","=""z 2F*""","=""7/2""",,"=""T4373""","=""L7610,L3475""",
N,2,"=""""","=""""","=""467.4908""","=""""","=""""","=""8.54e+06""",B,"=""149187.80""","=""170572.61""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""3P""","=""0""",,"=""T7333""","=""""",
Rh,1,"=""467.503""","=""""","=""467.5022""","=""""","=""150""","=""6.4e+05""",D+,"=""5690.97""","=""27075.26""","=""4d8.(3F).5s""","=""a 2F""","=""7/2""","=""4d8.(3F).5p""","=""z 4D*""","=""7/2""",,"=""T5181""","=""L3475""",
Cr,1,"=""467.503""","=""0.006""","=""467.51015""","=""0.00004""","=""4w""","=""""",,"=""25038.4981""","=""46422.4223""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d4.(3F1).4s.4p.(3P*)""","=""w 5D*""","=""4""",,"=""""","=""L808""",
W,1,"=""467.5090""","=""""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Fe,1,"=""467.5096""","=""0.0003""","=""467.50935""","=""0.00003""","=""145""","=""""",,"=""33095.941""","=""54479.902""","=""3d7.(4F).4p""","=""y 5D*""","=""4""","=""3d6.4s.(6D).6s""","=""5D""","=""4""",,"=""""","=""L11631""",
Tm,1,"=""467.5098""","=""0.0005""","=""""","=""""","=""350""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2006,L3475""",
Sr,3,"=""467.5100""","=""0.002""","=""467.510""","=""0.004""","=""12h""","=""""",,"=""304205.62""","=""325589.55""","=""4p5.(2P*<3/2>).5f""","=""2[9/2]""","=""4""","=""4p5.(2P*<3/2>).7g""","=""2[11/2]*""","=""5""",,"=""""","=""L1771""",
Th,1,"=""467.51151""","=""0.00020""","=""467.511678""","=""0.000022""","=""19""","=""""",,"=""19503.143490""","=""40886.9980""","=""6d2.7s.7p""","=""5F*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L12239""",
Ti,1,"=""467.5116""","=""0.0003""","=""467.51167""","=""0.00009""","=""200""","=""1.85e+06""",C+,"=""8602.3441""","=""29986.199""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(4F).4p""","=""x 5D*""","=""3""",,"=""T4294""","=""L10989""",
Th,2,"=""467.52852""","=""0.00009""","=""467.528685""","=""0.000011""","=""15""","=""""",,"=""11576.40136""","=""32959.4780""","=""5f.6d.(1D*).7s""","=""2D*""","=""3/2""","=""5f.6d.(1D*).7p""","=""""","=""3/2""",,"=""""","=""L5951""",
Tm,1,"=""467.5312""","=""0.0005""","=""467.5321+""","=""""","=""800""","=""7.8e+06""",B+,"=""15271.002""","=""36653.924""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""15/2""","=""4f12.(3H<6>) .5d.(2D).6s.6p.(3P*?) (2D*<3/2>)""","=""(6,3/2)*""","=""15/2""",,"=""T6708""","=""L2006,L3475""",
Nb,1,"=""467.537""","=""""","=""""","=""""","=""530""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""467.537601""","=""0.000022""","=""467.537595""","=""0.000003""","=""470""","=""""",,"=""7502.287636""","=""28884.95681""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
Xe,2,"=""467.542""","=""""","=""467.538+""","=""""","=""3""","=""""",,"=""130063.96""","=""151446.61""","=""5s2.5p4.(1D<2>).6p""","=""2[3]*""","=""7/2""","=""5s2.5p4.(3P<2>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L6991""",
I,2,"=""467.5530""","=""""","=""467.5529""","=""""","=""1000""","=""""",,"=""97700.81""","=""119082.78""","=""5s2.5p3.(2D*).6s""","=""1D*""","=""2""","=""5s2.5p3.(2D*).6p""","=""1D""","=""2""",,"=""""","=""L7360""",
Ni,1,"=""""","=""""","=""467.5593""","=""""","=""""","=""6.2e+05""",D,"=""29084.456""","=""50466.131""","=""3d8.(3F).4s.4p.(3P*)""","=""5F*""","=""4""","=""3d8.4s.(4F).5s""","=""3F""","=""4""",,"=""T4287""","=""""",
Er,2,"=""467.562""","=""""","=""""","=""""","=""570""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Sb,2,"=""467.5745""","=""""","=""""","=""""","=""20""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3304,L16370""",
Cr,1,"=""467.580""","=""0.006""","=""467.57608""","=""0.00003""","=""2w""","=""""",,"=""24282.3486""","=""45663.2579""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(4G).4p""","=""y 5H*""","=""5""",,"=""""","=""L808""",
Ir,2,"=""467.588""","=""0.003""","=""467.5844""","=""0.0013""","=""5""","=""""",,"=""23195.17""","=""44575.70""","=""5d7.(2G).6s""","=""3G""","=""3""","=""5d7.(4F<9/2>).6p""","=""(9/2,1/2)*""","=""4""",,"=""""","=""L4457""",
